,match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR
504,Scotland Vs Zimbabwe,Scotland,14,Josh Davey,Not Out,4,3,0,0,133.33
505,Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva †,lbw b Wheal,4,3,1,0,133.33
506,Scotland Vs Zimbabwe,Zimbabwe,3,Craig Ervine (c),c MacLeod b Watt,58,54,6,0,107.40
507,Scotland Vs Zimbabwe,Zimbabwe,5,Wessly Madhevere,b Davey,0,5,0,0,0.00
508,Scotland Vs Zimbabwe,Zimbabwe,7,Sean Williams,c Wheal b Leask,7,12,0,0,58.33
509,Scotland Vs Zimbabwe,Zimbabwe,9,Sikandar Raza,c †Cross b Davey,40,23,3,2,173.91
510,Scotland Vs Zimbabwe,Zimbabwe,11,Milton Shumba,Not Out,11,11,0,0,100.00
511,Scotland Vs Zimbabwe,Zimbabwe,12,Ryan Burl,Not Out,9,5,1,0,180.00
512,West Indies Vs Ireland,West Indies,1,Kyle Mayers,c Tector b McCarthy,1,5,0,0,20.00
513,West Indies Vs Ireland,West Indies,3,Johnson Charles,c Campher b Simi Singh,24,18,3,1,133.33
514,West Indies Vs Ireland,West Indies,5,Evin Lewis,c Adair b Delany,13,18,0,0,72.22
515,West Indies Vs Ireland,West Indies,7,Brandon King,Not Out,62,48,6,1,129.16
516,West Indies Vs Ireland,West Indies,8,Nicholas Pooran (c)†,c Tector b Delany,13,11,0,1,118.18
517,West Indies Vs Ireland,West Indies,10,Rovman Powell,c Tector b Delany,6,8,1,0,75.00
518,West Indies Vs Ireland,West Indies,12,Odean Smith,Not Out,19,12,1,2,158.33
519,West Indies Vs Ireland,Ireland,1,Paul Stirling,Not Out,66,48,6,2,137.50
520,West Indies Vs Ireland,Ireland,2,Andy Balbirnie (c),c Mayers b Hosein,37,23,3,3,160.86
521,West Indies Vs Ireland,Ireland,4,Lorcan Tucker †,Not Out,45,35,2,2,128.57
522,United Arab Emirates Vs Namibia,United Arab Emirates,1,Muhammad Waseem,c Trumpelmann b Shikongo,50,41,1,3,121.95
523,United Arab Emirates Vs Namibia,United Arab Emirates,3,Vriitya Aravind †,c van Lingen b Scholtz,21,32,2,0,65.62
524,United Arab Emirates Vs Namibia,United Arab Emirates,5,CP Rizwan (c),Not Out,43,29,3,1,148.27
525,United Arab Emirates Vs Namibia,United Arab Emirates,6,Alishan Sharafu,c †Green b Wiese,4,4,0,0,100.00
526,United Arab Emirates Vs Namibia,United Arab Emirates,8,Basil Hameed,Not Out,25,14,2,2,178.57
527,United Arab Emirates Vs Namibia,Namibia,1,Michael van Lingen,c Sharafu b Basil Hameed,10,8,1,0,125.00
528,United Arab Emirates Vs Namibia,Namibia,3,Stephan Baard,c Ahmed Raza b Junaid Siddique,4,6,1,0,66.66
529,United Arab Emirates Vs Namibia,Namibia,5,Jan Nicol Loftie-Eaton,lbw b Basil Hameed,1,6,0,0,16.66
530,United Arab Emirates Vs Namibia,Namibia,7,Gerhard Erasmus (c),b Meiyappan,16,18,2,0,88.88
531,United Arab Emirates Vs Namibia,Namibia,9,Jan Frylinck,b Zahoor Khan,14,17,1,0,82.35
532,United Arab Emirates Vs Namibia,Namibia,11,JJ Smit,run out (Meiyappan/Ahmed Raza),3,3,0,0,100.00
533,United Arab Emirates Vs Namibia,Namibia,13,David Wiese,c Sharafu b Muhammad Waseem,55,36,3,3,152.77
534,United Arab Emirates Vs Namibia,Namibia,15,Zane Green †,b Zahoor Khan,2,3,0,0,66.66
535,United Arab Emirates Vs Namibia,Namibia,17,Ruben Trumpelmann,Not Out,25,24,1,1,104.16
536,United Arab Emirates Vs Namibia,Namibia,18,Bernard Scholtz,Not Out,1,1,0,0,100.00
537,Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,b van Meekeren,14,21,0,1,66.66
538,Sri Lanka Vs Netherlands,Sri Lanka,3,Kusal Mendis †,c sub (LV van Beek) b van der Gugten,79,44,5,5,179.54
539,Sri Lanka Vs Netherlands,Sri Lanka,5,Dhananjaya de Silva,lbw b van Meekeren,0,1,0,0,0.00
540,Sri Lanka Vs Netherlands,Sri Lanka,7,Charith Asalanka,c †Edwards b de Leede,31,30,3,0,103.33
541,Sri Lanka Vs Netherlands,Sri Lanka,9,Bhanuka Rajapaksa,c Pringle b de Leede,19,13,2,0,146.15
542,Sri Lanka Vs Netherlands,Sri Lanka,11,Dasun Shanaka (c),c Ackermann b Klaassen,8,5,0,1,160.00
543,Sri Lanka Vs Netherlands,Sri Lanka,13,Wanindu Hasaranga,Not Out,5,4,0,0,125.00
544,Sri Lanka Vs Netherlands,Sri Lanka,14,Chamika Karunaratne,Not Out,2,2,0,0,100.00
545,Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd,Not Out,71,53,6,3,133.96
546,Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh,c Shanaka b Theekshana,7,14,0,0,50.00
547,Sri Lanka Vs Netherlands,Netherlands,4,Bas de Leede,c †Mendis b Kumara,14,10,1,1,140.00
548,Sri Lanka Vs Netherlands,Netherlands,6,Colin Ackermann,c & b Hasaranga,0,1,0,0,0.00
549,Sri Lanka Vs Netherlands,Netherlands,8,Tom Cooper,b Theekshana,16,19,2,0,84.21
550,Sri Lanka Vs Netherlands,Netherlands,10,Scott Edwards (c)†,b Fernando,21,15,3,0,140.00
551,Sri Lanka Vs Netherlands,Netherlands,12,Tim Pringle,run out (de Silva),2,4,0,0,50.00
552,Sri Lanka Vs Netherlands,Netherlands,14,Timm van der Gugten,b Hasaranga,0,1,0,0,0.00
553,Sri Lanka Vs Netherlands,Netherlands,16,Fred Klaassen,b Hasaranga,3,3,0,0,100.00
554,Sri Lanka Vs Netherlands,Netherlands,18,Paul van Meekeren,run out (Shanaka),0,0,0,0,-
555,Sri Lanka Vs Netherlands,Netherlands,20,Roelof van der Merwe,Not Out,0,1,0,0,0.00
556,West Indies Vs Zimbabwe,West Indies,1,Kyle Mayers,c †Chakabva b Muzarabani,13,12,2,0,108.33
557,West Indies Vs Zimbabwe,West Indies,3,Johnson Charles,run out (Munyonga/Williams),45,36,3,2,125.00
558,West Indies Vs Zimbabwe,West Indies,5,Evin Lewis,c Shumba b Sikandar Raza,15,18,1,0,83.33
559,West Indies Vs Zimbabwe,West Indies,7,Nicholas Pooran (c)†,c & b Williams,7,9,0,0,77.77
560,West Indies Vs Zimbabwe,West Indies,9,Rovman Powell,c Ngarava b Muzarabani,28,21,1,2,133.33
561,West Indies Vs Zimbabwe,West Indies,11,Shamarh Brooks,lbw b Sikandar Raza,0,3,0,0,0.00
562,West Indies Vs Zimbabwe,West Indies,13,Jason Holder,c & b Sikandar Raza,4,3,0,0,133.33
563,West Indies Vs Zimbabwe,West Indies,15,Akeal Hosein,Not Out,23,18,2,0,127.77
564,West Indies Vs Zimbabwe,West Indies,16,Odean Smith,Not Out,1,2,0,0,50.00
565,West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,c Lewis b Holder,27,19,3,1,142.10
566,West Indies Vs Zimbabwe,Zimbabwe,3,Regis Chakabva (c)†,b Joseph,13,9,3,0,144.44
567,West Indies Vs Zimbabwe,Zimbabwe,5,Tony Munyonga,b Joseph,2,6,0,0,33.33
568,West Indies Vs Zimbabwe,Zimbabwe,7,Sean Williams,c †Pooran b McCoy,1,2,0,0,50.00
569,West Indies Vs Zimbabwe,Zimbabwe,9,Sikandar Raza,c Powell b Smith,14,8,1,1,175.00
570,West Indies Vs Zimbabwe,Zimbabwe,11,Milton Shumba,c Brooks b Hosein,2,9,0,0,22.22
571,West Indies Vs Zimbabwe,Zimbabwe,13,Ryan Burl,lbw b Holder,17,19,3,0,89.47
572,West Indies Vs Zimbabwe,Zimbabwe,15,Luke Jongwe,b Joseph,29,22,3,1,131.81
573,West Indies Vs Zimbabwe,Zimbabwe,17,Richard Ngarava,b Joseph,2,6,0,0,33.33
574,West Indies Vs Zimbabwe,Zimbabwe,19,Tendai Chatara,b Holder,3,8,0,0,37.50
575,West Indies Vs Zimbabwe,Zimbabwe,21,Blessing Muzarabani,Not Out,1,4,0,0,25.00
576,Scotland Vs Ireland,Scotland,1,George Munsey,lbw b Adair,1,2,0,0,50.00
577,Scotland Vs Ireland,Scotland,3,Michael Jones,c Adair b Little,86,55,6,4,156.36
578,Scotland Vs Ireland,Scotland,5,Matthew Cross †,c McCarthy b Campher,28,21,5,0,133.33
579,Scotland Vs Ireland,Scotland,7,Richie Berrington (c),c Dockrell b Campher,37,27,3,1,137.03
580,Scotland Vs Ireland,Scotland,9,Michael Leask,Not Out,17,13,2,0,130.76
581,Scotland Vs Ireland,Scotland,10,Calum MacLeod,run out (†Tucker),0,3,0,0,0.00
582,Scotland Vs Ireland,Ireland,1,Paul Stirling,c †Cross b Sharif,8,10,1,0,80.00
583,Scotland Vs Ireland,Ireland,3,Andy Balbirnie (c),c Jones b Wheal,14,12,2,0,116.66
584,Scotland Vs Ireland,Ireland,5,Lorcan Tucker †,c Davey b Watt,20,17,2,0,117.64
585,Scotland Vs Ireland,Ireland,7,Harry Tector,c Greaves b Leask,14,16,1,0,87.50
586,Scotland Vs Ireland,Ireland,9,Curtis Campher,Not Out,72,32,7,2,225.00
587,Scotland Vs Ireland,Ireland,10,George Dockrell,Not Out,39,27,4,1,144.44
588,Sri Lanka Vs United Arab Emirates,Sri Lanka,1,Pathum Nissanka,c Basil Hameed b Zahoor Khan,74,60,6,2,123.33
589,Sri Lanka Vs United Arab Emirates,Sri Lanka,3,Kusal Mendis †,lbw b Aryan Lakra,18,13,2,0,138.46
590,Sri Lanka Vs United Arab Emirates,Sri Lanka,5,Dhananjaya de Silva,run out (Muhammad Waseem/Aayan Afzal Khan),33,21,3,1,157.14
591,Sri Lanka Vs United Arab Emirates,Sri Lanka,7,Bhanuka Rajapaksa,c Kashif Daud b Meiyappan,5,8,0,0,62.50
592,Sri Lanka Vs United Arab Emirates,Sri Lanka,9,Charith Asalanka,c †Aravind b Meiyappan,0,1,0,0,0.00
593,Sri Lanka Vs United Arab Emirates,Sri Lanka,11,Dasun Shanaka (c),b Meiyappan,0,1,0,0,0.00
594,Sri Lanka Vs United Arab Emirates,Sri Lanka,13,Wanindu Hasaranga,c Basil Hameed b Aayan Afzal Khan,2,3,0,0,66.66
595,Sri Lanka Vs United Arab Emirates,Sri Lanka,15,Chamika Karunaratne,c Kashif Daud b Zahoor Khan,8,11,1,0,72.72
596,Sri Lanka Vs United Arab Emirates,Sri Lanka,17,Pramod Madushan,Not Out,1,1,0,0,100.00
597,Sri Lanka Vs United Arab Emirates,Sri Lanka,18,Dushmantha Chameera,Not Out,1,1,0,0,100.00
598,Sri Lanka Vs United Arab Emirates,United Arab Emirates,1,Muhammad Waseem,b Chameera,2,4,0,0,50.00
599,Sri Lanka Vs United Arab Emirates,United Arab Emirates,3,Chirag Suri,b Pramod Madushan,14,19,3,0,73.68
600,Sri Lanka Vs United Arab Emirates,United Arab Emirates,5,Aryan Lakra,b Chameera,1,3,0,0,33.33
601,Sri Lanka Vs United Arab Emirates,United Arab Emirates,7,CP Rizwan (c),c Rajapaksa b Chameera,1,3,0,0,33.33
602,Sri Lanka Vs United Arab Emirates,United Arab Emirates,9,Vriitya Aravind †,lbw b Hasaranga,9,18,1,0,50.00
603,Sri Lanka Vs United Arab Emirates,United Arab Emirates,11,Basil Hameed,c de Silva b Shanaka,2,6,0,0,33.33
604,Sri Lanka Vs United Arab Emirates,United Arab Emirates,13,Aayan Afzal Khan,b Hasaranga,19,21,1,0,90.47
605,Sri Lanka Vs United Arab Emirates,United Arab Emirates,15,Kashif Daud,lbw b Hasaranga,0,4,0,0,0.00
606,Sri Lanka Vs United Arab Emirates,United Arab Emirates,17,Karthik Meiyappan,st †Mendis b Theekshana,4,8,0,0,50.00
607,Sri Lanka Vs United Arab Emirates,United Arab Emirates,19,Junaid Siddique,c Nissanka b Theekshana,18,16,1,1,112.50
608,Sri Lanka Vs United Arab Emirates,United Arab Emirates,21,Zahoor Khan,Not Out,1,1,0,0,100.00
609,Namibia Vs Netherlands,Namibia,1,Michael van Lingen,c de Leede b Ackermann,20,19,3,0,105.26
610,Namibia Vs Netherlands,Namibia,3,Divan la Cock,c de Leede b Pringle,0,2,0,0,0.00
611,Namibia Vs Netherlands,Namibia,5,Stephan Baard,c Klaassen b van der Merwe,19,22,0,0,86.36
612,Namibia Vs Netherlands,Namibia,7,Jan Nicol Loftie-Eaton,c †Edwards b van Meekeren,0,2,0,0,0.00
613,Namibia Vs Netherlands,Namibia,9,Jan Frylinck,c van Meekeren b de Leede,43,48,1,1,89.58
614,Namibia Vs Netherlands,Namibia,11,Gerhard Erasmus (c),b de Leede,16,18,0,0,88.88
615,Namibia Vs Netherlands,Namibia,13,David Wiese,Not Out,11,5,1,0,220.00
616,Namibia Vs Netherlands,Namibia,14,JJ Smit,Not Out,5,4,1,0,125.00
617,Namibia Vs Netherlands,Netherlands,1,Max O'Dowd,run out (Erasmus),35,35,1,1,100.00
618,Namibia Vs Netherlands,Netherlands,3,Vikramjit Singh,c Loftie-Eaton b Scholtz,39,31,3,2,125.80
619,Namibia Vs Netherlands,Netherlands,5,Bas de Leede,Not Out,30,30,2,0,100.00
620,Namibia Vs Netherlands,Netherlands,6,Tom Cooper,c van Lingen b Smit,6,6,1,0,100.00
621,Namibia Vs Netherlands,Netherlands,8,Colin Ackermann,c Erasmus b Smit,0,2,0,0,0.00
622,Namibia Vs Netherlands,Netherlands,10,Scott Edwards (c)†,c Loftie-Eaton b Frylinck,1,5,0,0,20.00
623,Namibia Vs Netherlands,Netherlands,12,Tim Pringle,Not Out,8,9,0,0,88.88
624,Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chakabva †,c †Tucker b Little,0,2,0,0,0.00
625,Zimbabwe Vs Ireland,Zimbabwe,3,Craig Ervine (c),st †Tucker b Simi Singh,9,12,1,0,75.00
626,Zimbabwe Vs Ireland,Zimbabwe,5,Wessly Madhevere,c Delany b Little,22,19,4,0,115.78
627,Zimbabwe Vs Ireland,Zimbabwe,7,Sean Williams,c Tector b Simi Singh,12,11,0,1,109.09
628,Zimbabwe Vs Ireland,Zimbabwe,9,Sikandar Raza,b Adair,82,48,5,5,170.83
629,Zimbabwe Vs Ireland,Zimbabwe,11,Milton Shumba,c Little b Adair,16,14,1,0,114.28
630,Zimbabwe Vs Ireland,Zimbabwe,13,Ryan Burl,c Adair b Little,1,4,0,0,25.00
631,Zimbabwe Vs Ireland,Zimbabwe,15,Luke Jongwe,Not Out,20,10,3,0,200.00
632,Zimbabwe Vs Ireland,Ireland,1,Paul Stirling,b Ngarava,0,2,0,0,0.00
633,Zimbabwe Vs Ireland,Ireland,3,Andy Balbirnie (c),c Ervine b Muzarabani,3,4,0,0,75.00
634,Zimbabwe Vs Ireland,Ireland,5,Lorcan Tucker †,b Ngarava,11,11,2,0,100.00
635,Zimbabwe Vs Ireland,Ireland,7,Harry Tector,c Ervine b Muzarabani,1,4,0,0,25.00
636,Zimbabwe Vs Ireland,Ireland,9,Curtis Campher,b Williams,27,22,1,0,122.72
637,Zimbabwe Vs Ireland,Ireland,11,George Dockrell,b Sikandar Raza,24,20,3,0,120.00
638,Zimbabwe Vs Ireland,Ireland,13,Gareth Delany,c Shumba b Chatara,24,20,1,1,120.00
639,Zimbabwe Vs Ireland,Ireland,15,Mark Adair,c Sikandar Raza b Muzarabani,9,10,0,1,90.00
640,Zimbabwe Vs Ireland,Ireland,17,Simi Singh,b Chatara,0,1,0,0,0.00
641,Zimbabwe Vs Ireland,Ireland,19,Barry McCarthy,Not Out,22,16,1,2,137.50
642,Zimbabwe Vs Ireland,Ireland,20,Josh Little,Not Out,7,11,1,0,63.63
643,Scotland Vs West Indies,Scotland,1,George Munsey,Not Out,66,53,9,0,124.52
644,Scotland Vs West Indies,Scotland,2,Michael Jones,b Holder,20,17,3,0,117.64
645,Scotland Vs West Indies,Scotland,4,Matthew Cross †,c Brooks b Holder,3,5,0,0,60.00
646,Scotland Vs West Indies,Scotland,6,Richie Berrington (c),c Mayers b Joseph,16,14,0,1,114.28
647,Scotland Vs West Indies,Scotland,8,Calum MacLeod,c King b Smith,23,14,4,0,164.28
648,Scotland Vs West Indies,Scotland,10,Michael Leask,b Joseph,4,6,0,0,66.66
649,Scotland Vs West Indies,Scotland,12,Chris Greaves,Not Out,16,11,2,0,145.45
650,Scotland Vs West Indies,West Indies,1,Kyle Mayers,c Munsey b Davey,20,13,3,1,153.84
651,Scotland Vs West Indies,West Indies,3,Evin Lewis,c Jones b Wheal,14,13,1,1,107.69
652,Scotland Vs West Indies,West Indies,5,Brandon King,b Watt,17,15,3,0,113.33
653,Scotland Vs West Indies,West Indies,7,Nicholas Pooran (c)†,b Leask,5,9,0,0,55.55
654,Scotland Vs West Indies,West Indies,9,Shamarh Brooks,c Leask b Wheal,4,9,0,0,44.44
655,Scotland Vs West Indies,West Indies,11,Rovman Powell,c MacLeod b Leask,5,6,0,0,83.33
656,Scotland Vs West Indies,West Indies,13,Jason Holder,c Greaves b Sharif,38,33,4,1,115.15
657,Scotland Vs West Indies,West Indies,15,Akeal Hosein,run out (†Cross/Leask),1,1,0,0,100.00
658,Scotland Vs West Indies,West Indies,17,Alzarri Joseph,c †Cross b Watt,0,1,0,0,0.00
659,Scotland Vs West Indies,West Indies,19,Odean Smith,c Greaves b Watt,5,8,0,0,62.50
660,Scotland Vs West Indies,West Indies,21,Obed McCoy,Not Out,2,3,0,0,66.66
661,United Arab Emirates Vs Netherlands,United Arab Emirates,1,Chirag Suri,c †Edwards b van der Merwe,12,20,1,0,60.00
662,United Arab Emirates Vs Netherlands,United Arab Emirates,3,Muhammad Waseem,c Pringle b Klaassen,41,47,1,2,87.23
663,United Arab Emirates Vs Netherlands,United Arab Emirates,5,Kashif Daud,b Pringle,15,14,0,1,107.14
664,United Arab Emirates Vs Netherlands,United Arab Emirates,7,Vriitya Aravind †,c Klaassen b de Leede,18,21,0,0,85.71
665,United Arab Emirates Vs Netherlands,United Arab Emirates,9,Zawar Farid,run out (Ackermann/†Edwards),2,4,0,0,50.00
666,United Arab Emirates Vs Netherlands,United Arab Emirates,11,Basil Hameed,c van der Merwe b de Leede,4,4,1,0,100.00
667,United Arab Emirates Vs Netherlands,United Arab Emirates,13,CP Rizwan (c),b de Leede,1,2,0,0,50.00
668,United Arab Emirates Vs Netherlands,United Arab Emirates,15,Aayan Afzal Khan,c Cooper b Klaassen,5,7,0,0,71.42
669,United Arab Emirates Vs Netherlands,United Arab Emirates,17,Karthik Meiyappan,Not Out,0,0,0,0,-
670,United Arab Emirates Vs Netherlands,United Arab Emirates,18,Junaid Siddique,Not Out,0,1,0,0,0.00
671,United Arab Emirates Vs Netherlands,Netherlands,1,Vikramjit Singh,b Basil Hameed,10,7,2,0,142.85
672,United Arab Emirates Vs Netherlands,Netherlands,3,Max O'Dowd,b Junaid Siddique,23,18,3,1,127.77
673,United Arab Emirates Vs Netherlands,Netherlands,5,Bas de Leede,c Rizwan b Meiyappan,14,18,1,0,77.77
674,United Arab Emirates Vs Netherlands,Netherlands,7,Colin Ackermann,c Junaid Siddique b Aayan Afzal Khan,17,19,1,0,89.47
675,United Arab Emirates Vs Netherlands,Netherlands,9,Tom Cooper,lbw b Junaid Siddique,8,16,0,0,50.00
676,United Arab Emirates Vs Netherlands,Netherlands,11,Scott Edwards (c)†,Not Out,16,19,0,0,84.21
677,United Arab Emirates Vs Netherlands,Netherlands,12,Roelof van der Merwe,b Junaid Siddique,0,2,0,0,0.00
678,United Arab Emirates Vs Netherlands,Netherlands,14,Tim Pringle,b Zahoor Khan,15,16,0,0,93.75
679,United Arab Emirates Vs Netherlands,Netherlands,16,Logan van Beek,Not Out,4,4,0,0,100.00
680,Namibia Vs Sri Lanka,Namibia,1,Michael van Lingen,c Pramod Madushan b Chameera,3,6,0,0,50.00
681,Namibia Vs Sri Lanka,Namibia,3,Divan la Cock,c Shanaka b Pramod Madushan,9,9,1,0,100.00
682,Namibia Vs Sri Lanka,Namibia,5,Jan Nicol Loftie-Eaton,c †Mendis b Karunaratne,20,12,1,2,166.66
683,Namibia Vs Sri Lanka,Namibia,7,Stephan Baard,c de Silva b Pramod Madushan,26,24,2,0,108.33
684,Namibia Vs Sri Lanka,Namibia,9,Gerhard Erasmus (c),c Gunathilaka b Hasaranga,20,24,0,0,83.33
685,Namibia Vs Sri Lanka,Namibia,11,Jan Frylinck,run out (Gunathilaka/†Mendis),44,28,4,0,157.14
686,Namibia Vs Sri Lanka,Namibia,13,David Wiese,c †Mendis b Theekshana,0,1,0,0,0.00
687,Namibia Vs Sri Lanka,Namibia,15,JJ Smit,Not Out,31,16,2,2,193.75
688,Namibia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,c Smit b Shikongo,9,10,1,0,90.00
689,Namibia Vs Sri Lanka,Sri Lanka,3,Kusal Mendis †,c †Green b Wiese,6,6,0,0,100.00
690,Namibia Vs Sri Lanka,Sri Lanka,5,Dhananjaya de Silva,c Shikongo b Frylinck,12,11,1,0,109.09
691,Namibia Vs Sri Lanka,Sri Lanka,7,Danushka Gunathilaka,c †Green b Shikongo,0,1,0,0,0.00
692,Namibia Vs Sri Lanka,Sri Lanka,9,Bhanuka Rajapaksa,c la Cock b Scholtz,20,21,2,0,95.23
693,Namibia Vs Sri Lanka,Sri Lanka,11,Dasun Shanaka (c),c †Green b Frylinck,29,23,2,1,126.08
694,Namibia Vs Sri Lanka,Sri Lanka,13,Wanindu Hasaranga,c Loftie-Eaton b Scholtz,4,8,0,0,50.00
695,Namibia Vs Sri Lanka,Sri Lanka,15,Chamika Karunaratne,c Baard b Smit,5,8,0,0,62.50
696,Namibia Vs Sri Lanka,Sri Lanka,17,Pramod Madushan,run out (van Lingen/†Green),0,0,0,0,-
697,Namibia Vs Sri Lanka,Sri Lanka,19,Dushmantha Chameera,c Erasmus b Wiese,8,15,0,0,53.33
698,Namibia Vs Sri Lanka,Sri Lanka,21,Maheesh Theekshana,Not Out,11,11,0,1,100.00
